r_ID,r_birth_yr,r_gender,r_race,r_edu_yrs,r_edu_high_deg,r_edu_sum,r_child_born,r_age_ss_payments,r1_labor_status,r2_labor_status,r3_labor_status,r4_labor_status,r5_labor_status,r6_labor_status,r7_labor_status,r8_labor_status,r9_labor_status,r10_labor_status,r11_labor_status,r12_labor_status,r13_labor_status,r14_labor_status,r15_labor_status,r16_labor_status
543852010,1964.0,2.0,1.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,7.0,3.0,3.0,
543854010,1963.0,1.0,1.0,17.0,6.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543854020,1967.0,2.0,1.0,16.0,5.0,5.0,2.0,,,,,,,,,,,,,,4.0,4.0,4.0,5.0
543855010,1951.0,1.0,3.0,12.0,2.0,3.0,1.0,,,,,,,,,,,5.0,4.0,5.0,5.0,4.0,4.0,5.0
543855020,1959.0,2.0,3.0,10.0,0.0,1.0,1.0,698.0,,,,,,,,,,4.0,2.0,2.0,5.0,5.0,5.0,5.0
543856010,1962.0,1.0,1.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,,
543856020,1966.0,2.0,3.0,6.0,0.0,1.0,2.0,,,,,,,,,,,,,,7.0,7.0,7.0,7.0
543857010,1964.0,2.0,1.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,1.0,,,
543858010,1960.0,1.0,1.0,12.0,1.0,2.0,1.0,433.0,,,,,,,,,,,,,5.0,5.0,,
543859010,1965.0,2.0,1.0,16.0,3.0,4.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543859020,1966.0,1.0,3.0,16.0,5.0,5.0,3.0,,,,,,,,,,,,,,7.0,,1.0,
543860010,1965.0,2.0,3.0,6.0,0.0,1.0,4.0,,,,,,,,,,,,,,7.0,,,
543862010,1964.0,1.0,1.0,14.0,4.0,4.0,0.0,632.0,,,,,,,,,,,,,7.0,5.0,6.0,4.0
543862020,1971.0,2.0,1.0,9.0,0.0,1.0,5.0,,,,,,,,,,,,,,7.0,5.0,6.0,5.0
543864010,1964.0,2.0,2.0,14.0,4.0,4.0,2.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0
543865010,1965.0,2.0,1.0,16.0,5.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543866010,1964.0,2.0,2.0,13.0,3.0,4.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543866011,1969.0,1.0,2.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,,2.0,1.0,1.0
543867010,1962.0,2.0,1.0,8.0,0.0,1.0,1.0,637.0,,,,,,,,,,,,,5.0,5.0,,
543873010,1965.0,2.0,1.0,16.0,5.0,5.0,1.0,,,,,,,,,,,,,,3.0,3.0,3.0,3.0
543875010,1960.0,1.0,1.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,1.0,2.0,4.0,1.0
543875020,1968.0,2.0,1.0,13.0,3.0,4.0,4.0,,,,,,,,,,,,,,7.0,2.0,7.0,7.0
543876010,1963.0,2.0,1.0,17.0,5.0,5.0,2.0,,,,,,,,,,,,,,2.0,2.0,1.0,
543880020,1967.0,1.0,2.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,,,
543881010,1964.0,2.0,2.0,9.0,0.0,1.0,4.0,457.0,,,,,,,,,,,,,5.0,5.0,5.0,
543885010,1963.0,1.0,1.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,,,
543885020,1962.0,2.0,1.0,12.0,2.0,3.0,4.0,,,,,,,,,,,,,,1.0,,,
543886010,1965.0,2.0,2.0,13.0,3.0,4.0,3.0,,,,,,,,,,,,,,2.0,2.0,3.0,3.0
543890010,1961.0,1.0,2.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,
543895010,1964.0,2.0,2.0,11.0,1.0,2.0,2.0,,,,,,,,,,,,,,7.0,6.0,3.0,2.0
543895011,1969.0,1.0,2.0,12.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,1.0,1.0
543897010,1963.0,1.0,2.0,10.0,0.0,1.0,0.0,697.0,,,,,,,,,,,,,7.0,2.0,6.0,5.0
543897020,1955.0,2.0,3.0,9.0,0.0,1.0,3.0,,,,,,,,,,,,,,3.0,,,
543901010,1961.0,2.0,3.0,12.0,2.0,3.0,2.0,696.0,,,,,,,,,,,,,1.0,1.0,5.0,5.0
543902010,1965.0,2.0,2.0,12.0,2.0,3.0,1.0,577.0,,,,,,,,,,,,,6.0,5.0,,
543902020,1970.0,1.0,2.0,13.0,3.0,4.0,1.0,,,,,,,,,,,,,,1.0,1.0,,
543903010,1965.0,1.0,1.0,14.0,3.0,4.0,1.0,,,,,,,,,,,,,,1.0,1.0,3.0,
543903020,1967.0,2.0,1.0,17.0,5.0,5.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543906010,1964.0,2.0,3.0,6.0,0.0,1.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543907010,1961.0,1.0,3.0,16.0,5.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543907020,1969.0,2.0,3.0,15.0,5.0,5.0,2.0,,,,,,,,,,,,,,7.0,7.0,7.0,7.0
543909010,1964.0,1.0,1.0,14.0,4.0,4.0,0.0,,,,,,,,,,,,,,3.0,1.0,1.0,1.0
543909020,1967.0,2.0,1.0,12.0,2.0,3.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543915010,1962.0,1.0,1.0,16.0,5.0,5.0,5.0,,,,,,,,,,,,,,1.0,1.0,1.0,
543915020,1967.0,2.0,1.0,17.0,5.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,2.0,1.0
543918010,1961.0,1.0,1.0,15.0,4.0,4.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543918020,1974.0,2.0,3.0,17.0,6.0,5.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543920010,1964.0,1.0,1.0,17.0,6.0,5.0,1.0,,,,,,,,,,,,,,1.0,1.0,,
543925010,1964.0,1.0,1.0,17.0,6.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543925020,1965.0,2.0,1.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,5.0,7.0,7.0,2.0
543926010,1965.0,1.0,1.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543926020,1971.0,2.0,1.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,2.0,2.0,7.0,7.0
543927010,1962.0,1.0,3.0,16.0,5.0,5.0,3.0,,,,,,,,,,,,,,7.0,1.0,1.0,3.0
543927020,1963.0,2.0,1.0,16.0,5.0,5.0,2.0,,,,,,,,,,,,,,7.0,,,
543928010,1962.0,2.0,3.0,14.0,4.0,4.0,11.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0
543930010,1962.0,2.0,1.0,14.0,4.0,4.0,0.0,541.0,,,,,,,,,,,,,5.0,5.0,5.0,5.0
543930020,1971.0,1.0,3.0,12.0,2.0,3.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543935010,1962.0,2.0,1.0,8.0,0.0,1.0,5.0,,,,,,,,,,,,,,2.0,2.0,1.0,1.0
543938010,1965.0,1.0,2.0,8.0,0.0,1.0,5.0,481.0,,,,,,,,,,,,,5.0,,,
543938020,1968.0,2.0,2.0,15.0,3.0,4.0,4.0,421.0,,,,,,,,,,,,,2.0,2.0,6.0,5.0
543942010,1962.0,2.0,2.0,12.0,2.0,3.0,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543946010,1960.0,2.0,2.0,14.0,3.0,4.0,0.0,433.0,,,,,,,,,,,,,5.0,5.0,4.0,3.0
543947010,1962.0,2.0,3.0,13.0,3.0,4.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543949010,1964.0,2.0,1.0,14.0,3.0,4.0,1.0,,,,,,,,,,,,,,2.0,2.0,7.0,2.0
543950010,1964.0,2.0,1.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,7.0,,7.0,7.0
543950020,1962.0,1.0,1.0,16.0,5.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543951010,1962.0,2.0,1.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,,,
543952010,1963.0,1.0,1.0,17.0,6.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,,
543952020,1967.0,2.0,1.0,14.0,3.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,
543953010,1965.0,2.0,2.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,1.0,,
543955010,1963.0,1.0,1.0,17.0,5.0,5.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543956010,1964.0,1.0,3.0,12.0,1.0,2.0,2.0,,,,,,,,,,,,,,1.0,,,
543956020,1963.0,2.0,1.0,12.0,1.0,2.0,3.0,,,,,,,,,,,,,,1.0,,,
543957010,1963.0,1.0,1.0,14.0,3.0,4.0,3.0,,,,,,,,,,,,,,4.0,4.0,4.0,4.0
543958010,1960.0,2.0,3.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,5.0,5.0,5.0,5.0
543959010,1964.0,2.0,1.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543959020,1968.0,1.0,1.0,16.0,5.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543960010,1963.0,1.0,1.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543960011,1963.0,2.0,3.0,15.0,4.0,4.0,3.0,,,,,,,,,,,,,,,4.0,5.0,5.0
543962010,1963.0,1.0,1.0,16.0,6.0,5.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,1.0
543962020,1970.0,2.0,1.0,16.0,6.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543964010,1964.0,1.0,2.0,12.0,2.0,3.0,1.0,,,,,,,,,,,,,,7.0,1.0,,1.0
543969010,1965.0,2.0,2.0,10.0,0.0,1.0,2.0,457.0,,,,,,,,,,,,,3.0,2.0,4.0,3.0
543973010,1965.0,1.0,3.0,11.0,0.0,1.0,0.0,493.0,,,,,,,,,,,,,6.0,6.0,,
543973011,1972.0,2.0,1.0,13.0,3.0,4.0,6.0,,,,,,,,,,,,,,,6.0,5.0,6.0
543977010,1963.0,2.0,3.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,2.0,3.0,1.0,2.0
543984010,1960.0,1.0,1.0,15.0,3.0,4.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0
543984020,1964.0,2.0,3.0,17.0,6.0,5.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
543985010,1965.0,1.0,3.0,17.0,3.0,4.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,
543987010,1965.0,1.0,3.0,8.0,0.0,1.0,6.0,,,,,,,,,,,,,,1.0,,,
543987020,1979.0,2.0,3.0,12.0,2.0,3.0,4.0,,,,,,,,,,,,,,7.0,,1.0,
543988010,1964.0,2.0,2.0,13.0,3.0,4.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,5.0
543989010,1963.0,2.0,3.0,15.0,3.0,4.0,2.0,,,,,,,,,,,,,,7.0,1.0,1.0,
543990010,1964.0,1.0,3.0,12.0,2.0,3.0,7.0,,,,,,,,,,,,,,3.0,,,
543990020,1962.0,2.0,3.0,11.0,1.0,2.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,
543992010,1964.0,1.0,2.0,14.0,4.0,4.0,2.0,,,,,,,,,,,,,,1.0,,,
543995010,1961.0,2.0,1.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,,,
543997010,1965.0,1.0,1.0,12.0,1.0,2.0,0.0,614.0,,,,,,,,,,,,,5.0,5.0,5.0,5.0
544006010,1960.0,2.0,1.0,13.0,3.0,4.0,1.0,687.0,,,,,,,,,,,,,1.0,4.0,4.0,4.0
544009010,1964.0,2.0,3.0,10.0,0.0,1.0,2.0,565.0,,,,,,,,,,,,,5.0,,,
544014010,1965.0,2.0,1.0,8.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,,2.0,1.0
544014020,1961.0,1.0,1.0,14.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,1.0,
544015010,1960.0,1.0,1.0,11.0,0.0,1.0,3.0,625.0,,,,,,,,,,,,,5.0,5.0,5.0,
544015020,1966.0,2.0,1.0,10.0,1.0,2.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,
544016010,1961.0,2.0,2.0,11.0,0.0,1.0,5.0,,,,,,,,,,,,,,1.0,5.0,6.0,
544018010,1961.0,2.0,3.0,14.0,4.0,4.0,2.0,,,,,,,,,,,,,,1.0,3.0,2.0,3.0
544018020,1964.0,1.0,3.0,16.0,5.0,5.0,0.0,,,,,,,,,,,,,,3.0,2.0,2.0,2.0
544024010,1961.0,1.0,3.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,7.0,,
544025010,1961.0,1.0,3.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,
544025020,1968.0,2.0,1.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,2.0,2.0,2.0,1.0
544028010,1963.0,2.0,1.0,17.0,5.0,5.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544029010,1961.0,2.0,1.0,13.0,3.0,4.0,1.0,,,,,,,,,,,,,,7.0,5.0,7.0,5.0
544029020,1960.0,1.0,1.0,16.0,6.0,5.0,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0
544030010,1963.0,2.0,1.0,10.0,1.0,2.0,3.0,,,,,,,,,,,,,,6.0,,,
544031010,1964.0,1.0,1.0,12.0,2.0,3.0,4.0,,,,,,,,,,,,,,1.0,1.0,2.0,1.0
544035010,1960.0,2.0,1.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544038010,1965.0,1.0,1.0,16.0,5.0,5.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,
544040010,1963.0,1.0,1.0,6.0,0.0,1.0,5.0,,,,,,,,,,,,,,2.0,2.0,,2.0
544040020,1972.0,2.0,1.0,12.0,2.0,3.0,4.0,,,,,,,,,,,,,,2.0,2.0,,3.0
544041010,1961.0,1.0,3.0,6.0,0.0,1.0,2.0,,,,,,,,,,,,,,2.0,,7.0,
544042010,1962.0,2.0,1.0,10.0,0.0,1.0,2.0,,,,,,,,,,,,,,5.0,5.0,5.0,
544042020,1957.0,1.0,1.0,12.0,2.0,3.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,
544043010,1964.0,2.0,1.0,10.0,0.0,1.0,3.0,,,,,,,,,,,,,,1.0,1.0,,
544045010,1964.0,1.0,3.0,16.0,5.0,5.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544045020,1963.0,2.0,1.0,16.0,5.0,5.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544046010,1960.0,2.0,1.0,14.0,4.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544046020,1955.0,1.0,1.0,12.0,2.0,3.0,2.0,768.0,,,,,,,,,,,,,1.0,1.0,5.0,
544048010,1963.0,2.0,3.0,16.0,5.0,5.0,2.0,657.0,,,,,,,,,,,,,7.0,6.0,6.0,5.0
544048011,1971.0,1.0,2.0,11.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,3.0,1.0
544050010,1964.0,2.0,1.0,16.0,5.0,5.0,0.0,541.0,,,,,,,,,,,,,5.0,5.0,5.0,5.0
544051010,1961.0,1.0,2.0,12.0,2.0,3.0,0.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0
544053020,1970.0,2.0,3.0,17.0,6.0,5.0,2.0,,,,,,,,,,,,,,7.0,7.0,3.0,2.0
544054010,1963.0,1.0,1.0,0.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544054020,1964.0,2.0,1.0,16.0,5.0,5.0,3.0,,,,,,,,,,,,,,1.0,3.0,1.0,1.0
544056010,1962.0,1.0,1.0,16.0,5.0,5.0,3.0,,,,,,,,,,,,,,4.0,1.0,1.0,1.0
544056020,1963.0,2.0,1.0,16.0,5.0,5.0,3.0,,,,,,,,,,,,,,2.0,4.0,4.0,2.0
544060010,1965.0,2.0,3.0,17.0,6.0,5.0,2.0,,,,,,,,,,,,,,2.0,,,
544060020,1964.0,1.0,1.0,14.0,4.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544062010,1964.0,2.0,2.0,11.0,0.0,1.0,4.0,,,,,,,,,,,,,,1.0,2.0,,2.0
544063010,1965.0,1.0,2.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,2.0,,,2.0
544063020,1961.0,2.0,1.0,17.0,5.0,5.0,5.0,629.0,,,,,,,,,,,,,5.0,5.0,,4.0
544065010,1962.0,2.0,1.0,14.0,4.0,4.0,4.0,,,,,,,,,,,,,,2.0,4.0,4.0,2.0
544065020,1962.0,1.0,1.0,12.0,2.0,3.0,1.0,,,,,,,,,,,,,,2.0,1.0,,
544066010,1961.0,1.0,2.0,12.0,1.0,2.0,2.0,612.0,,,,,,,,,,,,,6.0,5.0,,
544067010,1965.0,2.0,,6.0,0.0,1.0,4.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0
544068010,1962.0,2.0,1.0,10.0,2.0,3.0,4.0,624.0,,,,,,,,,,,,,3.0,3.0,5.0,5.0
544069010,1963.0,2.0,3.0,7.0,0.0,1.0,2.0,659.0,,,,,,,,,,,,,3.0,5.0,6.0,5.0
544070010,1962.0,2.0,1.0,14.0,4.0,4.0,5.0,,,,,,,,,,,,,,2.0,2.0,2.0,1.0
544070020,1965.0,1.0,1.0,5.0,0.0,1.0,4.0,,,,,,,,,,,,,,2.0,2.0,,2.0
544072010,1964.0,1.0,3.0,11.0,0.0,1.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,
544073010,1963.0,2.0,1.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,2.0
544073020,1955.0,1.0,3.0,17.0,5.0,5.0,5.0,781.0,,,,,,,,,,,,,1.0,1.0,4.0,5.0
544075010,1963.0,1.0,2.0,0.0,2.0,3.0,7.0,,,,,,,,,,,,,,7.0,7.0,3.0,
544075020,1979.0,2.0,2.0,16.0,5.0,5.0,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,
544077010,1962.0,1.0,3.0,11.0,0.0,1.0,1.0,,,,,,,,,,,,,,7.0,,,
544078010,1963.0,1.0,3.0,16.0,5.0,5.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544079010,1962.0,2.0,3.0,14.0,4.0,4.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544079020,1965.0,1.0,2.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,5.0
544082010,1962.0,2.0,1.0,14.0,3.0,4.0,1.0,661.0,,,,,,,,,,,,,5.0,5.0,5.0,5.0
544083010,1965.0,2.0,1.0,17.0,5.0,5.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544083011,1952.0,1.0,1.0,11.0,0.0,1.0,2.0,745.0,,,,,,,,,,,,,,,5.0,5.0
544086010,1961.0,1.0,1.0,0.0,2.0,3.0,2.0,,,,,,,,,,,,,,4.0,5.0,5.0,5.0
544090010,1965.0,1.0,2.0,12.0,2.0,3.0,0.0,,,,,,,,,,,,,,6.0,2.0,7.0,
544092010,1964.0,2.0,2.0,14.0,4.0,4.0,4.0,,,,,,,,,,,,,,1.0,1.0,,
544097010,1960.0,2.0,3.0,13.0,3.0,4.0,1.0,657.0,,,,,,,,,,,,,5.0,,,5.0
544100010,1963.0,1.0,1.0,16.0,5.0,5.0,0.0,,,,,,,,,,,,,,1.0,7.0,2.0,7.0
544104010,1961.0,2.0,1.0,4.0,0.0,1.0,3.0,,,,,,,,,,,,,,6.0,6.0,5.0,6.0
544105010,1964.0,2.0,1.0,16.0,5.0,5.0,3.0,,,,,,,,,,,,,,1.0,2.0,2.0,1.0
544108010,1965.0,2.0,1.0,17.0,6.0,5.0,4.0,,,,,,,,,,,,,,7.0,,,
544109020,1964.0,2.0,1.0,9.0,0.0,1.0,3.0,,,,,,,,,,,,,,7.0,7.0,,7.0
544110010,1962.0,2.0,1.0,14.0,3.0,4.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544111010,1962.0,1.0,2.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544112010,1960.0,2.0,1.0,16.0,5.0,5.0,3.0,,,,,,,,,,,,,,1.0,,,
544116010,1963.0,2.0,2.0,16.0,5.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,
544119010,1960.0,1.0,1.0,15.0,3.0,4.0,4.0,,,,,,,,,,,,,,1.0,1.0,5.0,
544119020,1962.0,2.0,3.0,14.0,3.0,4.0,4.0,,,,,,,,,,,,,,5.0,2.0,5.0,
544122010,1965.0,2.0,1.0,15.0,5.0,5.0,2.0,,,,,,,,,,,,,,1.0,,,
544123010,1963.0,2.0,1.0,13.0,3.0,4.0,3.0,,,,,,,,,,,,,,1.0,,,
544125010,1963.0,1.0,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,3.0,,,
544127010,1963.0,2.0,1.0,12.0,1.0,2.0,3.0,565.0,,,,,,,,,,,,,6.0,,,
544127020,1961.0,1.0,1.0,12.0,1.0,2.0,3.0,,,,,,,,,,,,,,1.0,,,
544128010,1965.0,2.0,2.0,12.0,1.0,2.0,0.0,,,,,,,,,,,,,,3.0,,,
544131010,1961.0,2.0,2.0,14.0,4.0,4.0,4.0,,,,,,,,,,,,,,1.0,7.0,,3.0
544131020,1963.0,1.0,2.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,1.0,1.0,,1.0
544134010,1963.0,1.0,1.0,15.0,3.0,4.0,4.0,577.0,,,,,,,,,,,,,6.0,5.0,5.0,
544134020,1959.0,2.0,1.0,14.0,4.0,4.0,2.0,753.0,,,,,,,,,,,,,2.0,1.0,,1.0
544136010,1951.0,2.0,3.0,11.0,0.0,1.0,4.0,733.0,,,,,,,,,,,,,5.0,1.0,7.0,3.0
544136020,1964.0,1.0,3.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544137010,1962.0,1.0,2.0,13.0,3.0,4.0,1.0,,,,,,,,,,,,,,1.0,1.0,,
544137020,1963.0,2.0,3.0,14.0,4.0,4.0,1.0,,,,,,,,,,,,,,6.0,,,
544138010,1964.0,1.0,2.0,14.0,3.0,4.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544139010,1965.0,2.0,1.0,12.0,2.0,3.0,1.0,,,,,,,,,,,,,,1.0,,,
544139020,1963.0,1.0,1.0,14.0,4.0,4.0,1.0,,,,,,,,,,,,,,7.0,,,7.0
544140010,1964.0,2.0,1.0,8.0,0.0,1.0,3.0,,,,,,,,,,,,,,5.0,7.0,5.0,5.0
544140020,1959.0,1.0,1.0,12.0,1.0,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544141010,1960.0,1.0,3.0,11.0,0.0,1.0,3.0,747.0,,,,,,,,,,,,,,3.0,,3.0
544141020,1961.0,2.0,1.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,1.0,2.0,1.0
544144010,1961.0,1.0,1.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544144020,1965.0,2.0,1.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544145010,1960.0,1.0,1.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,,,
544148010,1964.0,1.0,3.0,14.0,3.0,4.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544148020,1979.0,2.0,3.0,14.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,7.0
544149010,1960.0,1.0,1.0,15.0,4.0,4.0,4.0,,,,,,,,,,,,,,1.0,,,
544149020,1960.0,2.0,1.0,14.0,3.0,4.0,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,
544151010,1964.0,2.0,1.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,2.0,1.0,4.0,
544152010,1965.0,1.0,2.0,12.0,2.0,3.0,0.0,,,,,,,,,,,,,,1.0,1.0,,1.0
544152020,1968.0,2.0,2.0,14.0,3.0,4.0,4.0,,,,,,,,,,,,,,1.0,1.0,,1.0
544159010,1961.0,1.0,2.0,17.0,5.0,5.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544162010,1961.0,1.0,2.0,17.0,6.0,5.0,2.0,,,,,,,,,,,,,,3.0,3.0,1.0,2.0
544163010,1964.0,2.0,1.0,10.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544165010,1963.0,2.0,2.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544170010,1961.0,1.0,2.0,12.0,2.0,3.0,4.0,601.0,,,,,,,,,,,,,5.0,,,
544170020,1966.0,2.0,2.0,11.0,1.0,2.0,2.0,,,,,,,,,,,,,,1.0,,,
544171010,1965.0,2.0,1.0,14.0,3.0,4.0,3.0,,,,,,,,,,,,,,1.0,,,
544172010,1960.0,1.0,1.0,11.0,0.0,1.0,2.0,,,,,,,,,,,,,,7.0,,,
544173010,1964.0,2.0,2.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,,,
544174010,1965.0,2.0,2.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,6.0,2.0,,
544177010,1964.0,2.0,2.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,,,1.0
544178010,1963.0,1.0,1.0,17.0,6.0,5.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544178020,1972.0,2.0,3.0,17.0,6.0,5.0,3.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0
544180010,1964.0,1.0,1.0,12.0,2.0,3.0,1.0,,,,,,,,,,,,,,,1.0,,
544180020,1969.0,2.0,1.0,12.0,2.0,3.0,1.0,,,,,,,,,,,,,,1.0,1.0,,
544185010,1962.0,2.0,2.0,8.0,0.0,1.0,5.0,169.0,,,,,,,,,,,,,5.0,5.0,6.0,
544186010,1964.0,2.0,1.0,10.0,0.0,1.0,6.0,,,,,,,,,,,,,,7.0,7.0,7.0,7.0
544189010,1963.0,1.0,1.0,16.0,5.0,5.0,0.0,,,,,,,,,,,,,,1.0,,,
544191010,1965.0,1.0,1.0,16.0,5.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544191020,1968.0,2.0,1.0,17.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,5.0,
544192010,1965.0,1.0,2.0,16.0,5.0,5.0,0.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0
544193010,1964.0,2.0,1.0,13.0,3.0,4.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
544193020,1964.0,1.0,1.0,12.0,1.0,2.0,0.0,,,,,,,,,,,,,,2.0,1.0,,
544195010,1961.0,1.0,3.0,12.0,2.0,3.0,1.0,613.0,,,,,,,,,,,,,6.0,6.0,6.0,
